lat,lon,bearing,class,conf,frame,thumb
44.990806721296195,13.755050434180344,114.76932724129284,traffic-sign,0.7362356185913086,57,00057_574_114_traffic-sign.jpg
44.99081839612407,13.754999732070708,292.1050869941384,traffic-sign,0.7312029600143433,58,00058_551_292_traffic-sign.jpg
44.99081839612407,13.754999732070708,113.21590722258463,traffic-sign,0.6096512079238892,58,00058_561_113_traffic-sign.jpg
44.99082963582865,13.754949262113653,293.50821235508784,traffic-sign,0.7892957329750061,59,00059_565_293_traffic-sign.jpg
44.99084088197564,13.754898696104611,295.66695011470176,traffic-sign,0.7818796634674072,60,00060_586_295_traffic-sign.jpg
44.990852056234004,13.754848333592026,299.6054748999874,traffic-sign,0.783264696598053,61,00061_623_299_traffic-sign.jpg
44.9908632508157,13.754797874432727,308.1453506455854,traffic-sign,0.8326778411865234,62,00062_708_308_traffic-sign.jpg
44.9908632508157,13.754797874432727,311.01484305565845,street-light,0.13079284131526947,62,00062_738_311_street-light.jpg
44.99087417785885,13.754747295468299,329.7147253195799,street-light,0.14400163292884827,63,00063_982_329_street-light.jpg
44.99087417785885,13.754747295468299,334.6432438729196,traffic-sign,0.847591757774353,63,00063_43_334_traffic-sign.jpg
44.990885094580165,13.754696711881707,12.937157281264717,street-light,0.23895849287509918,64,00064_475_12_street-light.jpg
44.990885094580165,13.754696711881707,13.549891589141737,street-light,0.1313984990119934,64,00064_480_13_street-light.jpg
44.99089592413844,13.754647122853513,58.87153366481101,street-light,0.20788069069385529,65,00065_964_58_street-light.jpg
44.99089592413844,13.754647122853513,58.96573334330998,street-light,0.08076943457126617,65,00065_965_58_street-light.jpg
44.99090675033485,13.754597572185336,78.46051300625999,street-light,0.0671558603644371,66,00066_224_78_street-light.jpg
44.99091823926997,13.754548888929527,86.92013908086676,street-light,0.06229846552014351,67,00067_316_86_street-light.jpg
44.99092975471064,13.754500240364983,151.58841190735467,traffic-sign,0.6330511569976807,68,00068_1001_151_traffic-sign.jpg
44.99092975471064,13.754500240364983,154.93147740636164,traffic-sign,0.771717369556427,68,00068_35_154_traffic-sign.jpg
44.99094047489282,13.754451710317259,131.26480410971595,traffic-sign,0.8049447536468506,69,00069_737_131_traffic-sign.jpg
44.990951165569705,13.754403184666689,356.0645559213554,street-light,0.12008657306432724,70,00070_315_356_street-light.jpg
44.990951165569705,13.754403184666689,356.0158024009151,street-light,0.11563720554113388,70,00070_315_356_street-light.jpg
44.99096131852914,13.754355632251386,117.57243493277588,traffic-sign,0.7873266339302063,71,00071_606_117_traffic-sign.jpg
44.991012348209445,13.754123949250214,301.22740733753443,traffic-sign,0.8308684825897217,76,00076_638_301_traffic-sign.jpg
44.991021355725294,13.754083399236157,307.93144798002413,traffic-sign,0.7226600646972656,77,00077_703_307_traffic-sign.jpg
44.99103035374948,13.754042908127337,320.7756227863934,traffic-sign,0.8859814405441284,78,00078_846_320_traffic-sign.jpg
44.99103861825163,13.754006529253875,348.0678919960173,traffic-sign,0.8098104596138,79,00079_221_348_traffic-sign.jpg
